source_utility,document_type,cliente_nombre,no_servicio,cuenta,rmu,rpu,limite_pago,corte_a_partir,periodo_inicio,periodo_fin,tarifa,medidor,multiplicador,no_hilos,lectura_actual_kwh,lectura_anterior_kwh,kwh_total,importe_total,cargo_fijo,subtotal_energia,subtotal,iva,fac_del_periodo,total_linea,tiene_consumo_historico,historico_count,file_path,file_name,mall_folder,recibos_subgroup,recibos_year_folder,recibos_year,parse_status,parse_error,text_len,pdfplumber_text_len,used_ocr,text_source,text_source_reason,extracted_pages,parsed_at
CFE,cfe_bill,DISTRIBUIDORA ALAK S RL CV,439190500821,77DX14M017710080,44648190507,,2025-05-09,2025-05-10,2025-03-26,2025-04-25,GDMTO,V524EFMULTIPLICADOR,1,3,,,,,367.49,3020.66,3369.51,539.12,,3908.75,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Petland/439190500821 (2).pdf,439190500821 (2).pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Petland,,,ok,,5218,5218,False,pdfplumber,ok,2,2026-03-03T20:20:54
CFE,cfe_bill,DISTRIBUIDORA ALAK S RL CV,439190500821,77DX14M017710080,44648190507,,2025-06-09,2025-06-10,2025-04-25,2025-05-26,GDMTO,V524EFMULTIPLICADOR,1,3,,,,,379.73,3986.76,4346.93,695.51,,5043.19,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Petland/439190500821 (3).pdf,439190500821 (3).pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Petland,,,ok,,5212,5212,False,pdfplumber,ok,2,2026-03-03T20:20:55
CFE,cfe_bill,DISTRIBUIDORA ALAK S RL CV,439190500821,77DX14M017710080,44648190507,,2025-07-07,2025-07-08,2025-05-26,2025-06-25,GDMTO,V524EFMULTIPLICADOR,1,3,,,,,367.48,4258.08,4614.28,738.28,,5352.75,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Petland/439190500821 (4).pdf,439190500821 (4).pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Petland,,,ok,,5249,5249,False,pdfplumber,ok,2,2026-03-03T20:20:55
CFE,cfe_bill,DISTRIBUIDORA ALAK S RL CV,439190500821,77DX14M017710080,44648190507,,2025-08-09,2025-08-10,2025-06-25,2025-07-25,GDMTO,V524EFMULTIPLICADOR,1,3,,,,,367.48,4078.28,4434.91,709.59,,5145.25,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Petland/439190500821 (5).pdf,439190500821 (5).pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Petland,,,ok,,5224,5224,False,pdfplumber,ok,2,2026-03-03T20:20:55
CFE,cfe_bill,DISTRIBUIDORA ALAK S RL CV,439190500821,77DX14M017710080,44648190507,,2025-09-07,2025-09-08,2025-07-25,2025-08-26,GDMTO,V524EFMULTIPLICADOR,1,3,,,,,391.98,4480.19,4860.28,777.64,,5638.17,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Petland/439190500821 (6).pdf,439190500821 (6).pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Petland,,,ok,,3703,3703,False,pdfplumber,ok,2,2026-03-03T20:20:56
CFE,cfe_bill,DISTRIBUIDORA ALAK S RL CV,439190500821,77DX14M017710130,44648190507,,2025-10-10,2025-10-11,2025-08-26,2025-09-25,GDMTO,V524EFMULTIPLICADOR,1,3,,,,,367.48,4297.75,4653.85,744.62,,5398.64,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Petland/439190500821 (7).pdf,439190500821 (7).pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Petland,,,ok,,5258,5258,False,pdfplumber,ok,2,2026-03-03T20:20:56
CFE,cfe_bill,DISTRIBUIDORA ALAK S RL CV,439190500821,77DX14M017710130,44648190507,,2025-11-09,2025-11-10,2025-09-25,2025-10-27,GDMTO,V524EFMULTIPLICADOR,1,3,,,,,391.98,4427.01,4802.32,768.37,,5571.33,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Petland/439190500821 (8).pdf,439190500821 (8).pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Petland,,,ok,,5252,5252,False,pdfplumber,ok,2,2026-03-03T20:20:56
CFE,cfe_bill,DISTRIBUIDORA ALAK S RL CV,439190500821,77DX14M017710130,44648190507,,2025-12-08,2025-12-09,2025-10-27,2025-11-25,GDMTO,V524EFMULTIPLICADOR,1,3,,,,,355.23,3974.12,4309.95,689.59,,4999.87,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Petland/439190500821 (9).pdf,439190500821 (9).pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Petland,,,ok,,5239,5239,False,pdfplumber,ok,2,2026-03-03T20:20:57
CFE,cfe_bill,DISTRIBUIDORA ALAK S RL CV,439190500821,77DX14M017710080,44648190507,,2025-03-09,2025-03-10,2025-01-24,2025-02-24,GDMTO,V524EFMULTIPLICADOR,1,3,,,,,379.73,3168.96,3529.17,564.67,,4093.87,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Petland/439190500821.pdf,439190500821.pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Petland,,,ok,,5158,5158,False,pdfplumber,ok,2,2026-03-03T20:20:57
CFE,cfe_bill,DISTRIBUIDORA ALAK S RL CV,439190500821,77DX14M017710130,44648190507,,2026-02-08,2026-02-09,2025-12-24,2026-01-26,GDMTO,V524EFMULTIPLICADOR,1,3,,,,,368.55,4029.57,4378.42,700.55,,5079.37,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Petland/PETLAND.pdf,PETLAND.pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Petland,,,ok,,5204,5204,False,pdfplumber,ok,2,2026-03-03T20:20:57
CFE,cfe_bill,HERO E SA DE CV,439241101489,27DX14M012747210,44648241114,,2025-06-08,2025-06-09,2025-03-21,2025-05-21,PDBT,YY435B,1,3,1527,0,1527,8301,74.48,7081.77,7156.25,1145.00,8301.25,8301.53,True,3,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Regina Romero/439241101489 (1).pdf,439241101489 (1).pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Regina Romero,,,ok,,4649,4649,False,pdfplumber,ok,2,2026-03-03T20:20:58
CFE,cfe_bill,HERO E SA DE CV,439241101489,27DX14M012747210,44648241114,,2025-08-06,2025-08-07,2025-05-21,2025-07-21,PDBT,YY435B,1,3,2321,1527,794,4516,74.48,3740.28,3893.21,622.91,4516.12,4516.65,True,4,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Regina Romero/439241101489 (2).pdf,439241101489 (2).pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Regina Romero,,,ok,,4713,4713,False,pdfplumber,ok,2,2026-03-03T20:20:59
CFE,cfe_bill,HERO E SA DE CV,439241101489,27DX14M012747210,44648241114,,2025-10-07,2025-10-08,2025-07-21,2025-09-19,PDBT,YY435B,1,3,3014,2321,693,4005,74.48,3299.16,3452.09,552.33,4004.42,4005.07,True,5,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Regina Romero/439241101489 (3).pdf,439241101489 (3).pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Regina Romero,,,ok,,4809,4809,False,pdfplumber,ok,2,2026-03-03T20:20:59
CFE,cfe_bill,HERO E SA DE CV,439241101489,27DX14M012747210,44648241114,,2025-12-08,2025-12-09,2025-09-19,2025-11-20,PDBT,YY435B,1,3,3736,3014,722,4143,74.48,3419.25,3572.18,571.55,4143.73,4143.80,True,6,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Regina Romero/439241101489 (4).pdf,439241101489 (4).pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Regina Romero,,,ok,,4906,4906,False,pdfplumber,ok,2,2026-03-03T20:21:00
CFE,cfe_bill,HERO E SA DE CV,439241101489,27DX14M012747210,44648241114,,2025-04-08,2025-04-09,2025-01-21,2025-03-21,PDBT,PU514D,1,3,2068,1379,689,3883,74.48,3194.69,3347.62,535.62,3883.24,3883.28,True,2,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Regina Romero/439241101489.pdf,439241101489.pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Regina Romero,,,ok,,4708,4708,False,pdfplumber,ok,2,2026-03-03T20:21:00
CFE,cfe_bill,HERO E SA DE CV,439241101489,27DX14M012747210,44648241114,,2026-02-08,2026-02-09,2025-11-20,2026-01-21,PDBT,YY435B,1,3,4418,3736,682,3639,74.48,3062.04,3136.52,501.84,3638.36,3639.16,True,7,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Regina Romero/REGINA ROMERO.pdf,REGINA ROMERO.pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Regina Romero,,,ok,,4925,4925,False,pdfplumber,ok,2,2026-03-03T20:21:01
CFE,cfe_bill,TRENDY IMPORTS S DE RL DE CV,439181200288,27DX14M012746960,44648181204,,2025-06-08,2025-06-09,2025-03-21,2025-05-21,PDBT,A946JE,1,3,23382,21533,1849,10034,74.48,8575.10,8649.58,1383.93,10033.51,10034.12,True,11,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Steve Madden/439181200288 (1).pdf,439181200288 (1).pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Steve Madden,,,ok,,3524,3524,False,pdfplumber,ok,2,2026-03-03T20:21:02
CFE,cfe_bill,TRENDY IMPORTS S DE RL DE CV,439181200288,27DX14M012746960,44648181204,,2025-08-06,2025-08-07,2025-05-21,2025-07-21,PDBT,A946JE,1,3,25290,23382,1908,10512,74.48,8988.07,9062.50,1450.00,10512.50,10512.62,True,11,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Steve Madden/439181200288 (2).pdf,439181200288 (2).pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Steve Madden,,,ok,,3501,3501,False,pdfplumber,ok,2,2026-03-03T20:21:02
CFE,cfe_bill,TRENDY IMPORTS S DE RL DE CV,439181200288,27DX14M012746960,44648181204,,2025-10-07,2025-10-08,2025-07-21,2025-09-19,PDBT,A946JE,1,3,27663,25290,2373,13191,74.48,11297.14,11371.62,1819.46,13191.08,13191.70,True,11,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Steve Madden/439181200288 (3).pdf,439181200288 (3).pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Steve Madden,,,ok,,3595,3595,False,pdfplumber,ok,2,2026-03-03T20:21:03
CFE,cfe_bill,TRENDY IMPORTS S DE RL DE CV,439181200288,27DX14M012746960,44648181204,,2025-12-08,2025-12-09,2025-09-19,2025-11-20,PDBT,A946JE,1,3,29980,27663,2317,12815,74.48,10972.86,11047.34,1767.57,12814.91,12815.61,True,11,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Steve Madden/439181200288 (4).pdf,439181200288 (4).pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Steve Madden,,,ok,,3602,3602,False,pdfplumber,ok,2,2026-03-03T20:21:04
CFE,cfe_bill,TRENDY IMPORTS S DE RL DE CV,439181200288,27DX14M012746960,44648181204,,2025-04-08,2025-04-09,2025-01-21,2025-03-21,PDBT,A946JE,1,3,21533,19999,1534,8337,74.48,7112.69,7187.17,1149.95,8337.12,8337.61,True,11,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Steve Madden/439181200288.pdf,439181200288.pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Steve Madden,,,ok,,3605,3605,False,pdfplumber,ok,2,2026-03-03T20:21:04
CFE,cfe_bill,TRENDY IMPORTS S DE RL DE CV,439181200288,27DX14M012746960,44648181204,,2026-02-08,2026-02-09,2025-11-20,2026-01-21,PDBT,A946JE,1,3,32349,29980,2369,12425,74.48,10636.34,10710.82,1713.73,12424.55,12425.16,True,11,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Steve Madden/STEVE MADDEN.pdf,STEVE MADDEN.pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Steve Madden,,,ok,,3551,3551,False,pdfplumber,ok,2,2026-03-03T20:21:05
CFE,cfe_bill,HUERTA RODRIGUEZ HECTOR,439190604456,77DX14M017710035,44648190624,,2025-04-08,2025-04-09,2025-02-24,2025-03-26,GDMTO,416UHRMULTIPLICADOR,1,3,,,,,367.48,7202.05,7589.67,1214.35,,8804.75,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Subway/439190604456 (1).pdf,439190604456 (1).pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Subway,,,ok,,5367,5367,False,pdfplumber,ok,2,2026-03-03T20:21:05
CFE,cfe_bill,HUERTA RODRIGUEZ HECTOR,439190604456,77DX14M017710080,44648190624,,2026-01-09,2026-01-10,2025-11-25,2025-12-24,GDMTO,416UHRMULTIPLICADOR,1,3,,,,,355.23,6617.70,6998.59,1119.77,,8118.72,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Subway/439190604456 (10).pdf,439190604456 (10).pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Subway,,,ok,,5365,5365,False,pdfplumber,ok,2,2026-03-03T20:21:05
CFE,cfe_bill,HUERTA RODRIGUEZ HECTOR,439190604456,77DX14M017710035,44648190624,,2025-05-09,2025-05-10,2025-03-26,2025-04-25,GDMTO,416UHRMULTIPLICADOR,1,3,,,,,367.49,7400.50,7796.58,1247.45,,9044.78,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Subway/439190604456 (2).pdf,439190604456 (2).pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Subway,,,ok,,5384,5384,False,pdfplumber,ok,2,2026-03-03T20:21:06
CFE,cfe_bill,HUERTA RODRIGUEZ HECTOR,439190604456,77DX14M017710035,44648190624,,2025-06-09,2025-06-10,2025-04-25,2025-05-26,GDMTO,416UHRMULTIPLICADOR,1,3,,,,,379.73,7557.27,7966.21,1274.59,,9241.58,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Subway/439190604456 (3).pdf,439190604456 (3).pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Subway,,,ok,,5399,5399,False,pdfplumber,ok,2,2026-03-03T20:21:06
CFE,cfe_bill,HUERTA RODRIGUEZ HECTOR,439190604456,77DX14M017710035,44648190624,,2025-07-07,2025-07-08,2025-05-26,2025-06-25,GDMTO,416UHRMULTIPLICADOR,1,3,,,,,367.48,7435.91,7840.07,1254.41,,9095.06,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Subway/439190604456 (4).pdf,439190604456 (4).pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Subway,,,ok,,5380,5380,False,pdfplumber,ok,2,2026-03-03T20:21:06
CFE,cfe_bill,HUERTA RODRIGUEZ HECTOR,439190604456,77DX14M017710035,44648190624,,2025-08-09,2025-08-10,2025-06-25,2025-07-25,GDMTO,416UHRMULTIPLICADOR,1,3,,,,,367.48,7363.01,7766.82,1242.69,,9009.57,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Subway/439190604456 (5).pdf,439190604456 (5).pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Subway,,,ok,,5345,5345,False,pdfplumber,ok,2,2026-03-03T20:21:07
CFE,cfe_bill,HUERTA RODRIGUEZ HECTOR,439190604456,77DX14M017710035,44648190624,,2025-09-07,2025-09-08,2025-07-25,2025-08-26,GDMTO,416UHRMULTIPLICADOR,1,3,,,,,391.98,8127.97,8559.99,1369.60,,9930.16,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Subway/439190604456 (6).pdf,439190604456 (6).pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Subway,,,ok,,3845,3845,False,pdfplumber,ok,2,2026-03-03T20:21:07
CFE,cfe_bill,HUERTA RODRIGUEZ HECTOR,439190604456,77DX14M017710080,44648190624,,2025-10-10,2025-10-11,2025-08-26,2025-09-25,GDMTO,416UHRMULTIPLICADOR,1,3,,,,,367.48,7624.79,8029.83,1284.77,,9314.76,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Subway/439190604456 (7).pdf,439190604456 (7).pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Subway,,,ok,,5398,5398,False,pdfplumber,ok,2,2026-03-03T20:21:07
CFE,cfe_bill,HUERTA RODRIGUEZ HECTOR,439190604456,77DX14M017710080,44648190624,,2025-11-09,2025-11-10,2025-09-25,2025-10-27,GDMTO,416UHRMULTIPLICADOR,1,3,,,,,391.98,7960.00,8391.23,1342.60,,9734.59,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Subway/439190604456 (8).pdf,439190604456 (8).pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Subway,,,ok,,5418,5418,False,pdfplumber,ok,2,2026-03-03T20:21:08
CFE,cfe_bill,HUERTA RODRIGUEZ HECTOR,439190604456,77DX14M017710080,44648190624,,2025-12-08,2025-12-09,2025-10-27,2025-11-25,GDMTO,416UHRMULTIPLICADOR,1,3,,,,,355.23,7064.01,7454.11,1192.66,,8647.36,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Subway/439190604456 (9).pdf,439190604456 (9).pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Subway,,,ok,,5391,5391,False,pdfplumber,ok,2,2026-03-03T20:21:08
CFE,cfe_bill,HUERTA RODRIGUEZ HECTOR,439190604456,77DX14M017710035,44648190624,,2025-03-09,2025-03-10,2025-01-24,2025-02-24,GDMTO,416UHRMULTIPLICADOR,1,3,,,,,379.73,7581.11,7973.89,1275.82,,9249.73,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Subway/439190604456.pdf,439190604456.pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Subway,,,ok,,5348,5348,False,pdfplumber,ok,2,2026-03-03T20:21:08
CFE,cfe_bill,HUERTA RODRIGUEZ HECTOR,439190604456,77DX14M017710080,44648190624,,2026-02-08,2026-02-09,2025-12-24,2026-01-26,GDMTO,416UHRMULTIPLICADOR,1,3,,,,,368.55,6587.64,6981.79,1117.09,,8099.60,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Subway/SUBWAY.pdf,SUBWAY.pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Subway,,,ok,,5110,14308,True,ocr,cid_garbage(1334),2,2026-03-03T20:21:13
CFE,cfe_bill,SUNTORY SERVICIO DE RESTAURANT,439231102100,82DX14M018210090,44648231116,,2025-04-13,2025-04-14,2025-02-28,2025-03-31,GDMTH,136EL5MULTIPLICADOR,160,3,,,9397,,372.38,119547.20,121217.11,19394.74,,140612.51,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Suntory/439231102100 (1).pdf,439231102100 (1).pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Suntory,,,ok,,5340,5340,False,pdfplumber,ok,2,2026-03-03T20:21:13
CFE,cfe_bill,SUNTORY SERVICIO DE RESTAURANT,439231102100,82DX14M018210090,44648231116,,2026-01-13,2026-01-14,2025-11-30,2025-12-31,GDMTH,136EL5MULTIPLICADOR,160,3,,,6377,,372.38,84642.49,87322.18,13971.55,,101294.66,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Suntory/439231102100 (10).pdf,439231102100 (10).pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Suntory,,,ok,,5201,5201,False,pdfplumber,ok,2,2026-03-03T20:21:14
CFE,cfe_bill,SUNTORY SERVICIO DE RESTAURANT,439231102100,82DX14M018210090,44648231116,,2025-05-13,2025-05-14,2025-03-31,2025-04-30,GDMTH,136EL5MULTIPLICADOR,160,3,,,8058,,372.38,118749.47,120268.02,19242.88,,139511.41,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Suntory/439231102100 (2).pdf,439231102100 (2).pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Suntory,,,ok,,4817,4817,False,pdfplumber,ok,2,2026-03-03T20:21:14
CFE,cfe_bill,SUNTORY SERVICIO DE RESTAURANT,439231102100,82DX14M018210090,44648231116,,2025-06-13,2025-06-14,2025-04-30,2025-05-31,GDMTH,136EL5MULTIPLICADOR,160,3,,,9766,,372.38,127056.97,128548.18,20567.71,,149116.30,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Suntory/439231102100 (3).pdf,439231102100 (3).pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Suntory,,,ok,,5384,5384,False,pdfplumber,ok,2,2026-03-03T20:21:14
CFE,cfe_bill,SUNTORY SERVICIO DE RESTAURANT,439231102100,82DX14M018210090,44648231116,,2025-07-13,2025-07-14,2025-05-31,2025-06-30,GDMTH,136EL5MULTIPLICADOR,160,3,,,9194,,372.38,123425.02,125136.89,20021.90,,145159.09,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Suntory/439231102100 (4).pdf,439231102100 (4).pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Suntory,,,ok,,5401,5401,False,pdfplumber,ok,2,2026-03-03T20:21:15
CFE,cfe_bill,SUNTORY SERVICIO DE RESTAURANT,439231102100,82DX14M018210090,44648231116,,2025-08-14,2025-08-15,2025-06-30,2025-07-31,GDMTH,136EL5MULTIPLICADOR,160,3,,,8387,,372.38,125337.72,127198.51,20351.76,,147550.36,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Suntory/439231102100 (5).pdf,439231102100 (5).pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Suntory,,,ok,,5373,5373,False,pdfplumber,ok,2,2026-03-03T20:21:15
CFE,cfe_bill,SUNTORY SERVICIO DE RESTAURANT,439231102100,82DX14M018210090,44648231116,,2025-09-13,2025-09-14,2025-07-31,2025-08-31,GDMTH,136EL5MULTIPLICADOR,160,3,,,9314,,372.38,124155.38,126002.17,20160.35,,146162.88,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Suntory/439231102100 (6).pdf,439231102100 (6).pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Suntory,,,ok,,5373,5373,False,pdfplumber,ok,2,2026-03-03T20:21:15
CFE,cfe_bill,SUNTORY SERVICIO DE RESTAURANT,439231102100,82DX14M018210090,44648231116,,2025-10-13,2025-10-14,2025-08-31,2025-09-30,GDMTH,136EL5MULTIPLICADOR,160,3,,,8878,,372.38,117428.31,119195.45,19071.27,,138267.60,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Suntory/439231102100 (7).pdf,439231102100 (7).pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Suntory,,,ok,,5408,5408,False,pdfplumber,ok,2,2026-03-03T20:21:16
CFE,cfe_bill,SUNTORY SERVICIO DE RESTAURANT,439231102100,82DX14M018210090,44648231116,,2025-11-13,2025-11-14,2025-09-30,2025-10-31,GDMTH,136EL5MULTIPLICADOR,160,3,,,7631,,372.38,112097.80,113938.60,18230.18,,132169.38,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Suntory/439231102100 (8).pdf,439231102100 (8).pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Suntory,,,ok,,4840,4840,False,pdfplumber,ok,2,2026-03-03T20:21:16
CFE,cfe_bill,SUNTORY SERVICIO DE RESTAURANT,439231102100,82DX14M018210090,44648231116,,2025-12-13,2025-12-14,2025-10-31,2025-11-30,GDMTH,136EL5MULTIPLICADOR,160,3,,,7311,,372.38,91944.87,94069.44,15051.11,,109120.93,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Suntory/439231102100 (9).pdf,439231102100 (9).pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Suntory,,,ok,,5332,5332,False,pdfplumber,ok,2,2026-03-03T20:21:16
CFE,cfe_bill,SUNTORY SERVICIO DE RESTAURANT,439231102100,82DX14M018210090,44648231116,,2025-03-13,2025-03-14,2025-01-31,2025-02-28,GDMTH,136EL5MULTIPLICADOR,160,3,,,7876,,372.38,109337.40,111008.75,17761.40,,128770.66,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Suntory/439231102100.pdf,439231102100.pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Suntory,,,ok,,5307,5307,False,pdfplumber,ok,2,2026-03-03T20:21:16
CFE,cfe_bill,SUNTORY SERVICIO DE RESTAURANT,439231102100,82DX14M018210090,44648231116,,2026-02-13,2026-02-14,2025-12-31,2026-01-31,GDMTH,136EL5MULTIPLICADOR,160,3,,,6998,,330.66,90233.28,92190.47,14750.48,,106941.61,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/04. V1_Midtown Jalisco/7. Recibos CFE/Midtown Jalisco - Suntory/SUNTORY.pdf,SUNTORY.pdf,04. V1_Midtown Jalisco,Midtown Jalisco - Suntory,,,ok,,5350,5350,False,pdfplumber,ok,2,2026-03-03T20:21:17
